Name,Material,Work Function,Voltage,Frequency,Wavelength,Colour RGB,Colour Hex,Spectrum range 
"Fe,0.2059",Fe,4.67,0.2059,1.179,2.5427962827557664e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2088",Fe,4.67,0.2088,1.1797,2.5412982486171453e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2117",Fe,4.67,0.2117,1.1804,2.5397811038261498e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2146",Fe,4.67,0.2146,1.1811,2.5382446289298387e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2176",Fe,4.67,0.2176,1.1818,2.53668860260976e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2207",Fe,4.67,0.2207,1.1826,2.535112801684407e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2238",Fe,4.67,0.2238,1.1833,2.5335170011123187e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2269",Fe,4.67,0.2269,1.1841,2.5319009739958336e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.23",Fe,4.67,0.23,1.1848,2.5302644915855248e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2333",Fe,4.67,0.2333,1.1856,2.5286073232853296e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2365",Fe,4.67,0.2365,1.1864,2.5269292366583978e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2398",Fe,4.67,0.2398,1.1872,2.5252299974336717e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2432",Fe,4.67,0.2432,1.188,2.5235093695132294e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2466",Fe,4.67,0.2466,1.1888,2.5217671149804003e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.25",Fe,4.67,0.25,1.1897,2.5200029941086797e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2535",Fe,4.67,0.2535,1.1905,2.5182167653714694e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.257",Fe,4.67,0.257,1.1914,2.5164081854526477e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2606",Fe,4.67,0.2606,1.1922,2.5145770092580112e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2643",Fe,4.67,0.2643,1.1931,2.512722989927597e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2679",Fe,4.67,0.2679,1.194,2.5108458788489155e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2717",Fe,4.67,0.2717,1.1949,2.5089454256711066e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2755",Fe,4.67,0.2755,1.1958,2.507021378320055e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2793",Fe,4.67,0.2793,1.1967,2.5050734830144746e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2832",Fe,4.67,0.2832,1.1977,2.5031014842829946e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2872",Fe,4.67,0.2872,1.1986,2.5011051249822662e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2912",Fe,4.67,0.2912,1.1996,2.4990841463161155e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2952",Fe,4.67,0.2952,1.2006,2.4970382878557654e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.2994",Fe,4.67,0.2994,1.2016,2.494967287561149e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3035",Fe,4.67,0.3035,1.2026,2.492870881803342e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3078",Fe,4.67,0.3078,1.2036,2.4907488053881386e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3121",Fe,4.67,0.3121,1.2047,2.4886007915807898e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3164",Fe,4.67,0.3164,1.2057,2.4864265721319347e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3209",Fe,4.67,0.3209,1.2068,2.4842258773047498e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3253",Fe,4.67,0.3253,1.2079,2.481998435903335e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3299",Fe,4.67,0.3299,1.209,2.4797439753023677e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3345",Fe,4.67,0.3345,1.2101,2.4774622214780474e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3392",Fe,4.67,0.3392,1.2112,2.4751528990403546e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3439",Fe,4.67,0.3439,1.2124,2.4728157312666528e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3487",Fe,4.67,0.3487,1.2135,2.4704504401366573e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3536",Fe,4.67,0.3536,1.2147,2.468056746368792e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3585",Fe,4.67,0.3585,1.2159,2.4656343694579635e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3635",Fe,4.67,0.3635,1.2171,2.463183027714782e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3686",Fe,4.67,0.3686,1.2183,2.460702438306242e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3737",Fe,4.67,0.3737,1.2196,2.458192317297898e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3789",Fe,4.67,0.3789,1.2208,2.4556523796975584e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3842",Fe,4.67,0.3842,1.2221,2.4530823395005165e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.3896",Fe,4.67,0.3896,1.2234,2.45048190973635e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.395",Fe,4.67,0.395,1.2247,2.4478508025173123e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4005",Fe,4.67,0.4005,1.2261,2.4451887290883328e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4061",Fe,4.67,0.4061,1.2274,2.442495399878659e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4118",Fe,4.67,0.4118,1.2288,2.4397705245551638e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4175",Fe,4.67,0.4175,1.2302,2.4370138120773267e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4234",Fe,4.67,0.4234,1.2316,2.4342249707539373e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4293",Fe,4.67,0.4293,1.233,2.4314037083015146e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4353",Fe,4.67,0.4353,1.2345,2.4285497319044934e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4414",Fe,4.67,0.4414,1.2359,2.4256627482771722e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4475",Fe,4.67,0.4475,1.2374,2.422742463727462e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4538",Fe,4.67,0.4538,1.2389,2.419788584222454e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4601",Fe,4.67,0.4601,1.2405,2.416800815455817e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4665",Fe,4.67,0.4665,1.242,2.4137788629170554e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.473",Fe,4.67,0.473,1.2436,2.4107224319626378e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4796",Fe,4.67,0.4796,1.2452,2.4076312278890198e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4863",Fe,4.67,0.4863,1.2468,2.404504956007575e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.4931",Fe,4.67,0.4931,1.2484,2.401343321721458e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5",Fe,4.67,0.5,1.2501,2.3981460306043968e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.507",Fe,4.67,0.507,1.2518,2.394912788481457e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5141",Fe,4.67,0.5141,1.2535,2.3916433015117664e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5212",Fe,4.67,0.5212,1.2552,2.388337276273226e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5285",Fe,4.67,0.5285,1.257,2.3849944198492186e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5359",Fe,4.67,0.5359,1.2588,2.3816144399173222e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5434",Fe,4.67,0.5434,1.2606,2.378197044840039e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.551",Fe,4.67,0.551,1.2624,2.3747419437575514e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5586",Fe,4.67,0.5586,1.2643,2.3712488466825072e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5664",Fe,4.67,0.5664,1.2662,2.367717464596845e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5743",Fe,4.67,0.5743,1.2681,2.3641475095506646e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5824",Fe,4.67,0.5824,1.27,2.360538694763136e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5905",Fe,4.67,0.5905,1.272,2.3568907347254666e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.5987",Fe,4.67,0.5987,1.274,2.3532033453059082e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6071",Fe,4.67,0.6071,1.276,2.3494762438568157e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6156",Fe,4.67,0.6156,1.278,2.3457091493237514e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6242",Fe,4.67,0.6242,1.2801,2.341901782356623e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6329",Fe,4.67,0.6329,1.2822,2.3380538654228627e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6417",Fe,4.67,0.6417,1.2844,2.334165122922627e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6507",Fe,4.67,0.6507,1.2865,2.3302352813060147e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6598",Fe,4.67,0.6598,1.2887,2.326264069192286e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.669",Fe,4.67,0.669,1.291,2.3222512174910784e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6783",Fe,4.67,0.6783,1.2932,2.3181964595255885e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6878",Fe,4.67,0.6878,1.2955,2.3140995311577162e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.6974",Fe,4.67,0.6974,1.2978,2.3099601709151434e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7071",Fe,4.67,0.7071,1.3002,2.3057781201203312e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.717",Fe,4.67,0.717,1.3026,2.3015531230213997e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.727",Fe,4.67,0.727,1.305,2.2972849269248765e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7371",Fe,4.67,0.7371,1.3074,2.2929732823302816e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7474",Fe,4.67,0.7474,1.3099,2.288617943066506e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7579",Fe,4.67,0.7579,1.3125,2.2842186664299693e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7684",Fe,4.67,0.7684,1.315,2.2797752133245046e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.7792",Fe,4.67,0.7792,1.3176,2.275287348402935e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.79",Fe,4.67,0.79,1.3202,2.270754840210305e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8011",Fe,4.67,0.8011,1.3229,2.266177461328718e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8123",Fe,4.67,0.8123,1.3256,2.261554988523733e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8236",Fe,4.67,0.8236,1.3283,2.2568872028922723e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8351",Fe,4.67,0.8351,1.3311,2.2521738900119856e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8467",Fe,4.67,0.8467,1.3339,2.2474148400920173e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8586",Fe,4.67,0.8586,1.3368,2.2426098481251194e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8706",Fe,4.67,0.8706,1.3397,2.2377587140410416e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.8827",Fe,4.67,0.8827,1.3426,2.2328612428611453e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.895",Fe,4.67,0.895,1.3456,2.2279172448541642e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9075",Fe,4.67,0.9075,1.3486,2.2229265356930493e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9202",Fe,4.67,0.9202,1.3517,2.2178889366128208e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.933",Fe,4.67,0.933,1.3548,2.2128042745693485e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9461",Fe,4.67,0.9461,1.358,2.2076723823989878e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9593",Fe,4.67,0.9593,1.3612,2.2024930989789856e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9727",Fe,4.67,0.9727,1.3644,2.197266269388566e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,0.9862",Fe,4.67,0.9862,1.3677,2.191991745070619e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.0",Fe,4.67,1.0,1.371,2.1866693839938845e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.014",Fe,4.67,1.014,1.3744,2.1812990508155555e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.0281",Fe,4.67,1.0281,1.3778,2.175880617044183e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.0425",Fe,4.67,1.0425,1.3813,2.1704139612027994e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.057",Fe,4.67,1.057,1.3848,2.1648989689921466e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.0718",Fe,4.67,1.0718,1.3884,2.159335533453898e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.0867",Fe,4.67,1.0867,1.392,2.153723555133782e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1019",Fe,4.67,1.1019,1.3956,2.148062942244473e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1173",Fe,4.67,1.1173,1.3994,2.1423536108281443e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1329",Fe,4.67,1.1329,1.4031,2.136595484918574e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1487",Fe,4.67,1.1487,1.407,2.130788496702653e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1647",Fe,4.67,1.1647,1.4108,2.1249325866812118e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.181",Fe,4.67,1.181,1.4148,2.1190277038289987e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.1975",Fe,4.67,1.1975,1.4188,2.1130738057537072e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.2142",Fe,4.67,1.2142,1.4228,2.1070708588539126e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.2311",Fe,4.67,1.2311,1.4269,2.101018838475775e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.2483",Fe,4.67,1.2483,1.431,2.0949177290683837e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.2658",Fe,4.67,1.2658,1.4353,2.0887675243375965e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.2834",Fe,4.67,1.2834,1.4395,2.0825682273982346e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3013",Fe,4.67,1.3013,1.4439,2.076319850924486e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3195",Fe,4.67,1.3195,1.4483,2.070022417298381e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3379",Fe,4.67,1.3379,1.4527,2.0636759587561766e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3566",Fe,4.67,1.3566,1.4572,2.0572805175325162e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3755",Fe,4.67,1.3755,1.4618,2.0508361460022058e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.3947",Fe,4.67,1.3947,1.4664,2.0443429068194528e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.4142",Fe,4.67,1.4142,1.4712,2.037800873054416e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.434",Fe,4.67,1.434,1.4759,2.0312101283269178e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.454",Fe,4.67,1.454,1.4808,2.024570766937148e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.4743",Fe,4.67,1.4743,1.4857,2.0178828939932195e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.4948",Fe,4.67,1.4948,1.4907,2.0111466255354032e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.5157",Fe,4.67,1.5157,1.4957,2.004362088656896e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.5369",Fe,4.67,1.5369,1.5008,1.9975294216209558e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.5583",Fe,4.67,1.5583,1.506,1.9906487739742486e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.5801",Fe,4.67,1.5801,1.5113,1.9837203066562483e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.6021",Fe,4.67,1.6021,1.5166,1.97674419210453e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.6245",Fe,4.67,1.6245,1.522,1.9697206143558045e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.6472",Fe,4.67,1.6472,1.5275,1.9626497691425264e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.6702",Fe,4.67,1.6702,1.533,1.9555318639849312e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.6935",Fe,4.67,1.6935,1.5387,1.9483671182783408e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.7171",Fe,4.67,1.7171,1.5444,1.9411557633755808e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.7411",Fe,4.67,1.7411,1.5502,1.9338980426643664e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.7654",Fe,4.67,1.7654,1.5561,1.9265942116394954e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.7901",Fe,4.67,1.7901,1.562,1.919244537969712e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.815",Fe,4.67,1.815,1.5681,1.9118493015590835e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.8404",Fe,4.67,1.8404,1.5742,1.904408794602759e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.8661",Fe,4.67,1.8661,1.5804,1.8969233216369558e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.8921",Fe,4.67,1.8921,1.5867,1.8893931995830486e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.9185",Fe,4.67,1.9185,1.5931,1.881818757785617e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.9453",Fe,4.67,1.9453,1.5996,1.87420033804433e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,1.9725",Fe,4.67,1.9725,1.6061,1.8665382946395277e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.0",Fe,4.67,2.0,1.6128,1.8588329943513926e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.0279",Fe,4.67,2.0279,1.6196,1.8510848164725766e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.0562",Fe,4.67,2.0562,1.6264,1.843294152814178e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.0849",Fe,4.67,2.0849,1.6333,1.83546140770496e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.114",Fe,4.67,2.114,1.6404,1.8275869979836976e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.1435",Fe,4.67,2.1435,1.6475,1.819671352984561e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.1735",Fe,4.67,2.1735,1.6547,1.8117149145154368e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.2038",Fe,4.67,2.2038,1.6621,1.803718136829105e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.2346",Fe,4.67,2.2346,1.6695,1.7956814865871773e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.2658",Fe,4.67,2.2658,1.6771,1.787605442816734e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.2974",Fe,4.67,2.2974,1.6847,1.7794904968595776e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.3295",Fe,4.67,2.3295,1.6925,1.7713371523140506e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.362",Fe,4.67,2.362,1.7003,1.7631459249693466e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.395",Fe,4.67,2.395,1.7083,1.7549173427322826e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.4284",Fe,4.67,2.4284,1.7164,1.7466519455464707e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.4623",Fe,4.67,2.4623,1.7246,1.7383502853038704e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.4967",Fe,4.67,2.4967,1.7329,1.7300129257486794e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.5315",Fe,4.67,2.5315,1.7413,1.7216404423735546e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.5669",Fe,4.67,2.5669,1.7499,1.713233422308142e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.6027",Fe,4.67,2.6027,1.7585,1.7047924641999165e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.639",Fe,4.67,2.639,1.7673,1.696318178087327e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.6759",Fe,4.67,2.6759,1.7762,1.6878111852652726e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.7132",Fe,4.67,2.7132,1.7853,1.679272118142911e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.7511",Fe,4.67,2.7511,1.7944,1.6707016200938448e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.7895",Fe,4.67,2.7895,1.8037,1.6621003452987114e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.8284",Fe,4.67,2.8284,1.8131,1.653468958580225e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.8679",Fe,4.67,2.8679,1.8227,1.644808135230723e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.9079",Fe,4.67,2.9079,1.8323,1.636118560832285e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.9485",Fe,4.67,2.9485,1.8422,1.6274009310694864e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,2.9897",Fe,4.67,2.9897,1.8521,1.618655951534871e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.0314",Fe,4.67,3.0314,1.8622,1.6098843375272352e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.0738",Fe,4.67,3.0738,1.8724,1.6010868138428077e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.1167",Fe,4.67,3.1167,1.8828,1.5922641145594474e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.1602",Fe,4.67,3.1602,1.8933,1.583416982813958e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.2043",Fe,4.67,3.2043,1.904,1.574546170572655e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.249",Fe,4.67,3.249,1.9148,1.5656524383952986e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.2944",Fe,4.67,3.2944,1.9258,1.5567365551925574e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.3404",Fe,4.67,3.3404,1.9369,1.5477992979771235e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.387",Fe,4.67,3.387,1.9482,1.538841451608651e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.4343",Fe,4.67,3.4343,1.9596,1.5298638085326787e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.4822",Fe,4.67,3.4822,1.9712,1.520867168513704e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.5308",Fe,4.67,3.5308,1.9829,1.5118523383625875e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Fe,3.5801",Fe,4.67,3.5801,1.9949,1.5028201316584826e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
